name,city,region,distance_km,bus_time,latitude,longitude,address,type,stars,website,coordinates_valid
Elbhus Hamburg,N/A,Niedersachsen,10.96,10m,53.4611052,10.0511024,N/A,hotel,N/A,N/A,Yes
Hotel Krupunder Park,Rellingen,Schleswig-Holstein,11.09,11m,53.6254696,9.8764792,"Altonaer Straße, 325, 25462, Rellingen",hotel,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.653755,9.9838819,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6537234,9.9834813,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6537412,9.9833912,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6537146,9.9835834,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6537176,9.983532,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6537275,9.9837696,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6537144,9.983635,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6537319,9.9834318,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6537192,9.9837103,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6537394,9.983827,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6536982,9.983638,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.18,11m,53.6537031,9.9837133,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.19,11m,53.6538495,9.9840638,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.19,11m,53.6537964,9.9839816,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.19,11m,53.653797,9.9833359,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.19,11m,53.6538216,9.9840251,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.19,11m,53.6538233,9.9833716,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.19,11m,53.6537741,9.9839337,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.19,11m,53.6537687,9.9833049,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.19,11m,53.6537529,9.9833499,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6539334,9.9838304,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6538473,9.9834116,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6538797,9.9840972,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6539159,9.983606,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6539108,9.9839963,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6538967,9.9840481,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6539033,9.9835533,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6538688,9.9834555,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6539341,9.9837735,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6539314,9.9837167,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6539216,9.9839424,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6539292,9.9838869,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6539254,9.9836607,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.2,11m,53.6538875,9.9835029,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.24,11m,53.587058,9.8320021,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.24,11m,53.5872606,9.8321363,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.24,11m,53.5870845,9.8320196,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.24,11m,53.5870651,9.8319715,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.24,11m,53.5870834,9.8318931,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.24,11m,53.5870726,9.8318859,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.25,11m,53.5873207,9.8318789,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.25,11m,53.5873081,9.8319328,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.26,11m,53.5872797,9.831768,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.26,11m,53.5871239,9.8316663,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.26,11m,53.5871285,9.8316466,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.26,11m,53.5873376,9.8318064,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.26,11m,53.5871935,9.8316896,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.26,11m,53.5871892,9.831708,N/A,unknown,N/A,N/A,Yes
Pampilo,N/A,Schleswig-Holstein,11.38,11m,53.5414996,10.163539,N/A,guest_house,N/A,https://gasthaus-pampilo.de/,Yes
N/A,N/A,Schleswig-Holstein,11.4,11m,53.5932508,9.8333346,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.4,11m,53.5933531,9.8334042,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.4,11m,53.5932478,9.8333872,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.4,11m,53.5932173,9.8333292,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.41,11m,53.5932609,9.8332106,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.41,11m,53.5932582,9.8332575,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.41,11m,53.5932244,9.8332047,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,11.41,11m,53.5933605,9.833274,N/A,unknown,N/A,N/A,Yes
my-bed.eu Appartements,Barsbüttel,Schleswig-Holstein,12.14,12m,53.5690718,10.1742378,"Willinghusener Landstraße, 13, 22885, Barsbüttel",guest_house,N/A,https://wohnen-mybed.eu/,Yes
Hotel Klövensteen,Schenefeld,Schleswig-Holstein,12.8,12m,53.6031489,9.8175932,"Hauptstraße, 83, 22869, Schenefeld",hotel,N/A,https://www.hotel-kloevensteen.de/,Yes
N/A,N/A,Schleswig-Holstein,13.26,13m,53.6717473,9.9691856,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.26,13m,53.6717597,9.9693256,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.28,13m,53.6719488,9.9691721,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.28,13m,53.6719429,9.9691101,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.28,13m,53.6719657,9.9693218,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.28,13m,53.6719583,9.9692553,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.31,13m,53.6721935,9.9692043,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.31,13m,53.6721696,9.9690541,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.62,13m,53.6747512,9.965456,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.63,13m,53.6748567,9.9654751,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.63,13m,53.6747747,9.9650859,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.64,13m,53.6749328,9.9651145,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.64,13m,53.6749093,9.9654846,N/A,unknown,N/A,N/A,Yes
Attika,Halstenbek,Schleswig-Holstein,13.66,13m,53.6380131,9.8424927,"Bäckerstraße, 3, 25469, Halstenbek",hotel,N/A,https://attika-hotel.de/,Yes
N/A,N/A,Schleswig-Holstein,13.92,13m,53.6784656,9.9924854,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.93,13m,53.6785381,9.9923212,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.93,13m,53.6786056,9.992406,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,13.93,13m,53.6785331,9.9925703,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.05,14m,53.4395924,9.899662,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.05,14m,53.4395514,9.8998854,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.05,14m,53.4396354,9.8996842,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.05,14m,53.439718,9.8992339,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.06,14m,53.4394836,9.8998503,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.06,14m,53.4395268,9.8996149,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.07,14m,53.4394847,9.8993976,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.07,14m,53.4395552,9.8992548,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.07,14m,53.4395147,9.8992339,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.07,14m,53.4394883,9.899595,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.07,14m,53.4395729,9.8991588,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.07,14m,53.4395211,9.8994164,N/A,unknown,N/A,N/A,Yes
Heinsens-Ellerbek Inn,Ellerbek,Schleswig-Holstein,14.14,14m,53.6575717,9.869745,"Hauptstraße, 1, 25474, Ellerbek",hotel,N/A,https://www.heinsens.de/,Yes
N/A,N/A,Niedersachsen,14.44,14m,53.4336963,9.9072582,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.44,14m,53.4336222,9.9075359,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.45,14m,53.6830016,10.0061831,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.45,14m,53.6830289,10.0062146,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.45,14m,53.6830284,10.0061819,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.45,14m,53.433593,9.9072933,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.45,14m,53.6830232,10.0060136,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.45,14m,53.6830241,10.0060928,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.45,14m,53.6830003,10.0060938,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.45,14m,53.6830287,10.006203,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.46,14m,53.4336544,9.9069106,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.46,14m,53.4334652,9.9075892,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.47,14m,53.6831694,10.0062087,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.47,14m,53.6831365,10.0060087,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,14.48,14m,53.433394,9.9069991,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.48,14m,53.6833131,10.0057425,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.49,14m,53.6833875,10.0058839,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.5,14m,53.683159,10.0127536,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.51,14m,53.6831873,10.0130176,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.52,14m,53.6833102,10.01298,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,14.52,14m,53.6832819,10.0127161,N/A,unknown,N/A,N/A,Yes
Hotel Stadt Norderstedt,N/A,Schleswig-Holstein,14.85,14m,53.6844829,10.0342462,N/A,hotel,3,N/A,Yes
Entrée Hotel Glinde,Glinde,Schleswig-Holstein,14.95,14m,53.549118,10.2186298,"Am Sportplatz, 98b, 21509, Glinde",hotel,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.11,15m,53.6490679,9.8298558,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.11,15m,53.6490521,9.8298363,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.12,15m,53.6490479,9.8296181,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.13,15m,53.6492269,9.829824,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.13,15m,53.6491213,9.8296068,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.13,15m,53.6492268,9.8298319,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.14,15m,53.6491495,9.8294689,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.14,15m,53.6493663,9.8298168,N/A,unknown,N/A,N/A,Yes
Rellinger Hof,Rellingen,Schleswig-Holstein,15.14,15m,53.6493337,9.8297804,"Hauptstraße, 31, 25462, Rellingen",hotel,N/A,http://www.rellinger-hof.de,Yes
N/A,N/A,Schleswig-Holstein,15.14,15m,53.6494071,9.8298497,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.14,15m,53.6491497,9.8294808,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.14,15m,53.6491193,9.8294819,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.14,15m,53.6493676,9.829828,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.15,15m,53.6493733,9.8295315,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.15,15m,53.6493926,9.8296119,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.15,15m,53.6493917,9.8295329,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.15,15m,53.649501,9.8298442,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.15,15m,53.6495309,9.8298257,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.16,15m,53.6493699,9.829465,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.16,15m,53.6495189,9.8296096,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.21,15m,53.6873358,10.0384105,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.21,15m,53.6873364,10.0381881,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.23,15m,53.6875506,10.0384122,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,15.23,15m,53.6875511,10.0381898,N/A,unknown,N/A,N/A,Yes
Hotel Garni Maromme ***,Norderstedt,Schleswig-Holstein,15.31,15m,53.6909394,9.9944104,"Marommer Straße, 58, 22850, Norderstedt",hotel,3,https://www.hotel-maromme.de/,Yes
Hotel Kampe ***,Norderstedt,Schleswig-Holstein,15.33,15m,53.6911256,9.9948363,"Marommer Straße, 60-62, 22850, Norderstedt",hotel,3,https://www.hotel-kampe.de/,Yes
Hotel A24,Glinde,Schleswig-Holstein,15.42,15m,53.5284448,10.2219822,"Wilhelm-Bergner-Straße, 17, 21509, Glinde",hotel,N/A,N/A,Yes
Thesdorfer Hof,N/A,Schleswig-Holstein,15.56,15m,53.647477,9.818024,N/A,hotel,N/A,N/A,Yes
Hotel Cordes,Rosengarten,Niedersachsen,15.69,15m,53.4240379,9.8973702,"Sottorfer Dorfstraße, 2, 21224, Rosengarten",hotel,3,N/A,Yes
N/A,N/A,Niedersachsen,15.95,15m,53.4098181,9.9917593,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,15.96,15m,53.409745,9.9916955,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,15.96,15m,53.4097733,9.9919038,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,15.97,15m,53.4097201,9.9920752,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,15.97,15m,53.409647,9.9920113,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,16.05,16m,53.4655237,9.7996719,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,16.06,16m,53.4653363,9.7997624,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,16.06,16m,53.4654938,9.7994969,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,16.07,16m,53.4653858,9.7994758,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,16.07,16m,53.4653973,9.7995435,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,16.08,16m,53.4652948,9.7995197,N/A,unknown,N/A,N/A,Yes
Stapelfelder Hof Christos Restaurant und Hotel,N/A,Schleswig-Holstein,16.11,16m,53.6052684,10.2202047,N/A,hotel,N/A,https://restaurant-christos.de/,Yes
N/A,N/A,Schleswig-Holstein,16.19,16m,53.6556511,9.817794,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.2,16m,53.6557742,9.8178698,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.2,16m,53.655689,9.8176189,N/A,unknown,N/A,N/A,Yes
Rosengarten,N/A,Niedersachsen,16.2,16m,53.4116384,9.9354889,N/A,guest_house,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.21,16m,53.6558121,9.8176947,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,16.32,16m,53.4653544,9.7947329,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,16.32,16m,53.4654429,9.7946684,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,16.36,16m,53.4652228,9.7942224,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,16.36,16m,53.4653216,9.7941513,N/A,unknown,N/A,N/A,Yes
puna pineberg,N/A,Schleswig-Holstein,16.47,16m,53.646038,9.7977208,N/A,guest_house,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.47,16m,53.6974322,10.049934,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.48,16m,53.6976291,10.0493385,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.48,16m,53.6975496,10.0500529,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.48,16m,53.69751,10.0501861,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.49,16m,53.6977069,10.0496363,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.5,16m,53.697629,10.0503829,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.5,16m,53.6976664,10.0503291,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.5,16m,53.6977576,10.0494575,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.5,16m,53.6976704,10.0499045,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.5,16m,53.6977401,10.0496721,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.52,16m,53.6978719,10.0504047,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.52,16m,53.6978789,10.0503503,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.52,16m,53.697817,10.0505552,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.53,16m,53.6979073,10.0502962,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.53,16m,53.6978896,10.0503792,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.53,16m,53.697893,10.0504408,N/A,unknown,N/A,N/A,Yes
Hotel Quellental,Pinneberg,Schleswig-Holstein,16.76,16m,53.6515081,9.7997101,"Rethwiese, 2, 25421, Pinneberg",hotel,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.79,16m,53.6966963,9.912424,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.8,16m,53.6966963,9.9123112,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.8,16m,53.6967722,9.9124297,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.8,16m,53.6967281,9.9123098,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.8,16m,53.6967288,9.9121943,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.81,16m,53.696863,9.9124295,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.81,16m,53.6968209,9.9124296,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.81,16m,53.6967503,9.9121934,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.81,16m,53.6967515,9.9120367,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.82,16m,53.6968658,9.9120351,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.85,16m,53.6798639,9.8519443,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.85,16m,53.6799295,9.851946,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.85,16m,53.6798962,9.8520005,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.86,16m,53.6800218,9.8519153,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.86,16m,53.680021,9.8520158,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.86,16m,53.6798891,9.8516154,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.86,16m,53.6800842,9.8521258,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.87,16m,53.6800512,9.8519664,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.87,16m,53.680008,9.8518175,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.87,16m,53.6799743,9.8517637,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.87,16m,53.6800436,9.8518796,N/A,unknown,N/A,N/A,Yes
Hotel Cap Polonio,Pinneberg,Schleswig-Holstein,16.88,16m,53.6578358,9.8067985,"Fahltskamp, 48, 25421, Pinneberg",hotel,N/A,http://www.cap-polonio.de,Yes
N/A,N/A,Schleswig-Holstein,16.88,16m,53.6801803,9.851775,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.89,16m,53.6800699,9.8513197,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.89,16m,53.6802376,9.8518748,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.9,16m,53.6802581,9.8516477,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.93,16m,53.508232,10.2370235,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.93,16m,53.5083197,10.2370476,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.93,16m,53.5082368,10.237104,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.93,16m,53.5084633,10.2372247,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.93,16m,53.5083619,10.2372062,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.93,16m,53.5083122,10.2371284,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.93,16m,53.5083676,10.2371415,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.94,16m,53.5079417,10.2371522,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.94,16m,53.5080684,10.2370989,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.95,16m,53.508299,10.2373829,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.95,16m,53.5083149,10.2374258,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.95,16m,53.5084409,10.2374392,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.95,16m,53.5079544,10.2372247,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.95,16m,53.5082518,10.2373912,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.96,16m,53.5080836,10.237517,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.96,16m,53.5082328,10.2374894,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.96,16m,53.5081944,10.2375897,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.97,16m,53.5079736,10.2376243,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.97,16m,53.5078173,10.2375036,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.97,16m,53.508015,10.2375331,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.97,16m,53.5074663,10.2373775,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.97,16m,53.5079191,10.2375785,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.97,16m,53.5076864,10.2374661,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.97,16m,53.5079528,10.2375814,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,16.97,16m,53.5079177,10.2375465,N/A,unknown,N/A,N/A,Yes
