name,city,region,distance_km,bus_time,latitude,longitude,address,type,stars,website,coordinates_valid
N/A,N/A,Schleswig-Holstein,97.99,1h 37m,54.127908,8.8599295,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,97.99,1h 37m,54.1279323,8.8600177,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,97.99,1h 37m,54.1280779,8.8601704,N/A,unknown,N/A,N/A,Yes
Pension Breitner,N/A,Niedersachsen,97.99,1h 37m,53.4467486,8.5216878,"Wiemsdorfer Dorfstraße, 14, 27612",guest_house,N/A,https://www.pensionbreitner.de,Yes
N/A,N/A,Schleswig-Holstein,98.0,1h 37m,54.1279622,8.8599347,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.0,1h 37m,54.1279793,8.8599526,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.0,1h 37m,54.1280675,8.8600471,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.0,1h 38m,54.1279632,8.859764,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.0,1h 37m,54.1281073,8.8600888,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.0,1h 38m,54.4167829,9.6920816,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.01,1h 38m,54.1280247,8.8598267,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.01,1h 38m,54.1281162,8.8599117,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.01,1h 38m,54.4168265,9.6918363,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.01,1h 38m,54.1280045,8.8596373,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.01,1h 38m,54.1277624,8.8593974,N/A,unknown,N/A,N/A,Yes
Allerblick,Winsen (Aller),Niedersachsen,98.01,1h 38m,52.6734563,9.9035268,"Bahnhofstraße, 27, 29308, Winsen (Aller)",hotel,N/A,https://www.anderers-allerblick.de,Yes
N/A,N/A,Schleswig-Holstein,98.01,1h 38m,54.1281758,8.8599741,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.01,1h 38m,54.1277389,8.8594043,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.01,1h 38m,54.1305725,8.8634188,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.01,1h 38m,54.1278175,8.8594497,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.01,1h 38m,54.4168602,9.691967,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.02,1h 38m,54.1307401,8.8635016,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.02,1h 38m,53.8595184,8.5958281,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.02,1h 38m,54.1307286,8.8635435,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.02,1h 38m,54.4168786,9.6918636,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.02,1h 38m,53.8595034,8.5957834,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.02,1h 38m,54.4169125,9.6919945,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.02,1h 38m,54.4169614,9.6921753,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.02,1h 38m,54.1282169,8.8598599,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.02,1h 38m,53.8594796,8.5958065,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.02,1h 38m,53.8593615,8.5957215,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.02,1h 38m,53.8593012,8.5956704,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.03,1h 38m,53.8595601,8.5956793,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.03,1h 38m,53.8590348,8.5953665,N/A,unknown,N/A,N/A,Yes
Zur Alten Post,Büsum,Schleswig-Holstein,98.03,1h 38m,54.1292178,8.8610916,"Hafenstraße, 2, 25761, Büsum",hotel,N/A,https://zur-alten-post-buesum.de/de/hotel/ambiente/,Yes
N/A,N/A,Niedersachsen,98.03,1h 38m,53.8594408,8.5956448,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.03,1h 38m,53.8593919,8.5955539,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.03,1h 38m,54.4169575,9.6917417,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.03,1h 38m,54.4170316,9.6917806,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.03,1h 38m,53.8592666,8.5955872,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.03,1h 38m,53.859447,8.5957097,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.03,1h 38m,53.8593337,8.5956389,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.03,1h 38m,54.1310041,8.8637126,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.03,1h 38m,53.8594588,8.5956982,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.03,1h 38m,53.8595876,8.5957611,N/A,unknown,N/A,N/A,Yes
Tum Stüürmann,Büsum,Schleswig-Holstein,98.03,1h 38m,54.1286909,8.8603799,"Hafenstraße, 11-17, 25761, Büsum",hotel,N/A,https://www.hotel-stuermann.de/,Yes
N/A,N/A,Schleswig-Holstein,98.03,1h 38m,54.1306303,8.8632082,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.1270877,8.8577202,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.1288801,8.8603597,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.1287853,8.8602004,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.1287532,8.8601676,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.12892,8.8604332,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.1287692,8.8602461,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.04,1h 38m,53.8595546,8.5955784,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.1291297,8.8606403,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.1271816,8.8579784,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.04,1h 38m,53.8595684,8.595565,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.04,1h 38m,53.8590854,8.595219,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.04,1h 38m,53.8594727,8.5955825,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.04,1h 38m,53.8595493,8.5955084,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.04,1h 38m,53.8594456,8.595502,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.1310504,8.863544,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.04,1h 38m,53.8590441,8.5952605,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.1271197,8.8578139,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.4169613,9.6907812,N/A,unknown,N/A,N/A,Yes
Die Kleine Frühstückspension,N/A,Niedersachsen,98.04,1h 38m,52.851774,10.8841953,N/A,guest_house,N/A,http://www.diekleinefruehstueckspension.de/,Yes
N/A,N/A,Schleswig-Holstein,98.04,1h 38m,54.128956,8.8604688,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.04,1h 38m,53.8595816,8.5956585,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.05,1h 38m,54.1272823,8.8578816,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.05,1h 38m,54.1272663,8.8578314,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.05,1h 38m,54.4170434,9.6908232,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.05,1h 38m,53.859276,8.5952096,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.05,1h 38m,54.4170549,9.6908291,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.05,1h 38m,53.859112,8.5950642,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.05,1h 38m,54.1270353,8.8575697,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.05,1h 38m,53.8590779,8.5951609,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.05,1h 38m,53.8591506,8.5950985,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.05,1h 38m,53.8591178,8.5950693,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.05,1h 38m,54.4170027,9.6905432,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.1271723,8.8575863,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.127133,8.8574715,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.1273502,8.8577581,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.4171328,9.6908691,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.4178086,10.2886866,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.06,1h 38m,53.8591259,8.595043,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.4171742,9.6906312,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.06,1h 38m,53.8591588,8.5950721,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.1289582,8.8601378,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.1288319,8.8599441,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.1273459,8.8577447,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.1288979,8.8600118,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.06,1h 38m,54.1288812,8.860059,N/A,unknown,N/A,N/A,Yes
Pension Seestern,Büsum,Schleswig-Holstein,98.06,1h 38m,54.1280053,8.8587696,"Am Hafen, 6, 25761, Büsum",hotel,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.07,1h 38m,54.1272548,8.8575029,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.07,1h 38m,54.1272452,8.8574725,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.07,1h 38m,54.4178049,10.2892968,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.07,1h 38m,54.127439,8.857667,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.07,1h 38m,54.1274504,8.857688,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.08,1h 38m,54.1273436,8.8573751,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.08,1h 38m,54.1273538,8.8573999,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.09,1h 38m,54.1275819,8.8575609,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.09,1h 38m,54.4178124,10.2908554,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.09,1h 38m,54.1275716,8.857528,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.09,1h 38m,54.1274834,8.8572929,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.09,1h 38m,54.4178124,10.2905535,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.09,1h 38m,54.1274767,8.8572764,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.09,1h 38m,54.4294786,10.1672585,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.09,1h 38m,54.4294466,10.1671425,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.4295501,10.1675546,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.4295208,10.1674091,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.4295217,10.1670806,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.4294906,10.1672997,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.4295117,10.1674166,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.4295426,10.1670316,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.4295145,10.1670547,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.1275622,8.8572104,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.1276527,8.8574463,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.1276652,8.8574767,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.429555,10.167076,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.1292696,8.859739,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.1293937,8.8598617,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.1275564,8.8571919,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.1,1h 38m,53.8622847,8.5962516,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.4181798,10.2886802,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.1,1h 38m,54.1292165,8.859559,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.11,1h 38m,54.129302,8.8596435,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.11,1h 38m,54.1277885,8.8573487,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.11,1h 38m,53.8620947,8.5959703,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.11,1h 38m,54.4182509,10.2888387,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.12,1h 38m,53.8621684,8.595888,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.12,1h 38m,53.8623939,8.5960396,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.12,1h 38m,53.8623303,8.5958937,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4296718,10.1674226,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4297169,10.167128,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4297091,10.1671344,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4297061,10.1671234,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4296885,10.1674823,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4296597,10.1674326,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4297302,10.1671035,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4297158,10.1674408,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.12,1h 38m,53.8623574,8.5959856,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.12,1h 38m,53.8623158,8.5959219,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4297201,10.1674563,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4297013,10.1669995,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4296669,10.1674585,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.4296913,10.1669638,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.12,1h 38m,53.8623726,8.5959562,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.12,1h 38m,53.8621506,8.5958617,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.12,1h 38m,54.1276845,8.8570575,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.13,1h 38m,54.4297876,10.1673817,N/A,unknown,N/A,N/A,Yes
Hotel Wattenschipper,Wurster Nordseeküste,Niedersachsen,98.13,1h 38m,53.7616768,8.545356,"Cappel-Neufelder Sieltrift, 28, 27639, Wurster Nordseeküste",hotel,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.13,1h 38m,53.8622223,8.5957834,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.15,1h 38m,54.4186707,10.2884426,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.15,1h 38m,53.7293724,8.5333728,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.16,1h 38m,53.7294421,8.5332439,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.16,1h 38m,53.7295573,8.5332473,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.16,1h 38m,53.7295058,8.5333424,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.16,1h 38m,53.7292162,8.5331315,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.16,1h 38m,53.8625505,8.5954135,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.17,1h 38m,53.8624225,8.5951771,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.17,1h 38m,53.8624122,8.5951967,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.17,1h 38m,53.7294775,8.5331325,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.17,1h 38m,53.7295133,8.5331792,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.17,1h 38m,53.7292877,8.5329995,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.17,1h 38m,53.7295392,8.5331313,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.17,1h 38m,53.8626275,8.595265,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.17,1h 38m,53.729506,8.5330799,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.17,1h 38m,54.4186881,10.28968,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.17,1h 38m,53.8624605,8.5952698,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.18,1h 38m,53.8624942,8.595041,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.18,1h 38m,53.8625425,8.595114,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.18,1h 38m,53.7292135,8.5328848,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.18,1h 38m,53.8624844,8.5950596,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.18,1h 38m,53.8626341,8.5952526,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.18,1h 38m,53.8623722,8.5951009,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.18,1h 38m,53.8623163,8.5949542,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.18,1h 38m,53.8623904,8.5950664,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.19,1h 38m,54.4187043,10.290849,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.19,1h 38m,53.86236,8.5948712,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.19,1h 38m,53.7292607,8.5327974,N/A,unknown,N/A,N/A,Yes
Residenz Hansekogge,Wurster Nordseeküste,Niedersachsen,98.2,1h 38m,53.7620257,8.5443941,"Cappel-Neufelder Sieltrift, 24, 27639, Wurster Nordseeküste",hotel,N/A,https://residenz-hansekogge-hotel-nordholz.hotel-mix.de/,Yes
N/A,N/A,Niedersachsen,98.22,1h 38m,53.8602158,8.5930913,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.22,1h 38m,53.860079,8.592898,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.24,1h 38m,53.8603595,8.5927987,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.25,1h 38m,53.8602226,8.5926056,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.27,1h 38m,53.8601917,8.592148,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.27,1h 38m,53.8602693,8.5922551,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.28,1h 38m,54.1335615,8.8622924,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.28,1h 38m,53.8600533,8.5919232,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.28,1h 38m,53.8602015,8.5921276,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.29,1h 38m,53.7863973,8.5530577,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.29,1h 38m,53.7864782,8.5531594,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.29,1h 38m,53.8604,8.5919827,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.29,1h 38m,53.8600486,8.5918318,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.29,1h 38m,54.1336564,8.8622428,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.29,1h 38m,54.1336015,8.8621655,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.29,1h 38m,54.1336492,8.8623172,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.29,1h 38m,54.1335746,8.8621578,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.29,1h 38m,53.8600496,8.5918678,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.29,1h 38m,53.8600666,8.5918949,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.29,1h 38m,53.8600715,8.5917842,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.29,1h 38m,53.8600645,8.5917746,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.3,1h 38m,53.8603281,8.5918835,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.3,1h 38m,53.8602582,8.5917448,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.3,1h 38m,54.1337311,8.8622639,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.3,1h 38m,54.1337428,8.8621439,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.3,1h 38m,54.1336117,8.8620604,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.3,1h 38m,54.1336698,8.8621233,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.3,1h 38m,53.8603403,8.5918581,N/A,unknown,N/A,N/A,Yes
Hotel Deutsches Haus,Wurster Nordseeküste,Niedersachsen,98.3,1h 38m,53.6504567,8.5116165,"Wremer Straße, 139, 27639, Wurster Nordseeküste",hotel,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.3,1h 38m,53.7863724,8.5529104,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.3,1h 38m,54.1336742,8.8620781,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.3,1h 38m,53.7864312,8.5529913,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.3,1h 38m,54.1294103,8.8559018,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.3,1h 38m,53.7865452,8.5530142,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.31,1h 38m,53.7864056,8.5528419,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.31,1h 38m,53.8601678,8.5915595,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,98.31,1h 38m,53.8602757,8.5917084,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.31,1h 38m,54.129616,8.856013,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.32,1h 38m,54.1295646,8.8556292,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.32,1h 38m,54.1317544,8.8588442,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.33,1h 38m,54.1318124,8.8588798,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.33,1h 38m,54.1295856,8.8555138,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.33,1h 38m,54.129671,8.8556865,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.33,1h 38m,54.1318308,8.8587923,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.33,1h 38m,54.1318728,8.858818,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.34,1h 38m,54.1318177,8.8586288,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,98.34,1h 38m,54.1318018,8.858619,N/A,unknown,N/A,N/A,Yes
